技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	参数18	参数19	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	消耗道具4ID	消耗道具4数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	生活效果参数5	效果全队生效
273203	Ningguang_SkillUpgrade_2					-0.439	2.6496	0.561	12																2732	3	3	17500	104311	2	112033	3	0	0	0	0			3							
273204	Ningguang_SkillUpgrade_2					-0.4	2.88	0.6	12																2732	4	3	25000	104311	4	112033	4	0	0	0	0			3							
273205	Ningguang_SkillUpgrade_2					-0.37	3.0528	0.63	12																2732	5	3	30000	104311	6	112033	6	0	0	0	0			4							
273206	Ningguang_SkillUpgrade_2					-0.34	3.2256	0.66	12																2732	6	3	37500	104311	9	112033	9	0	0	0	0			4							
273207	Ningguang_SkillUpgrade_2					-0.301	3.456	0.699	12																2732	7	3	120000	104312	4	112034	4	113008	1	0	0			5							
273208	Ningguang_SkillUpgrade_2					-0.262	3.6864	0.738	12																2732	8	3	260000	104312	6	112034	6	113008	1	0	0			5							
273209	Ningguang_SkillUpgrade_2					-0.223	3.9168	0.777	12																2732	9	3	450000	104312	12	112034	9	113008	2	0	0			6							
273210	Ningguang_SkillUpgrade_2					-0.184	4.1472	0.816	12																2732	10	3	700000	104312	16	112034	12	113008	2	104319	1			6							
273211	Ningguang_SkillUpgrade_2					-0.145	4.3776	0.855	12																2732	11	3	0	0	0	0	0	0	0	0	0			6							
273212	Ningguang_SkillUpgrade_2					-0.106	4.608	0.894	12																2732	12	3	0	0	0	0	0	0	0	0	0			6							
273213	Ningguang_SkillUpgrade_2					-0.067	4.896	0.933	12																2732	13	3	0	0	0	0	0	0	0	0	0			6							
273214	Ningguang_SkillUpgrade_2					-0.028	5.184	0.972	12																2732	14	3	0	0	0	0	0	0	0	0	0			6							
273215	Ningguang_SkillUpgrade_2					0.011	5.472	1.011	12																2732	15	3	0	0	0	0	0	0	0	0	0			6							
273901	Ningguang_SkillUpgrade_3					0.8696	12	40																	2739	1	3	0	0	0	0	0	0	0	0	0			0							
273902	Ningguang_SkillUpgrade_3					0.93482	12	40																	2739	2	3	12500	104310	3	112032	6	0	0	0	0			2							
273903	Ningguang_SkillUpgrade_3					1.00004	12	40																	2739	3	3	17500	104311	2	112033	3	0	0	0	0			3							
273904	Ningguang_SkillUpgrade_3					1.087	12	40																	2739	4	3	25000	104311	4	112033	4	0	0	0	0			3							
273905	Ningguang_SkillUpgrade_3					1.15222	12	40																	2739	5	3	30000	104311	6	112033	6	0	0	0	0			4							
273906	Ningguang_SkillUpgrade_3					1.21744	12	40																	2739	6	3	37500	104311	9	112033	9	0	0	0	0			4							
273907	Ningguang_SkillUpgrade_3					1.3044	12	40																	2739	7	3	120000	104312	4	112034	4	113008	1	0	0			5							
273908	Ningguang_SkillUpgrade_3					1.39136	12	40																	2739	8	3	260000	104312	6	112034	6	113008	1	0	0			5							
273909	Ningguang_SkillUpgrade_3					1.47832	12	40																	2739	9	3	450000	104312	12	112034	9	113008	2	0	0			6							
273910	Ningguang_SkillUpgrade_3					1.56528	12	40																	2739	10	3	700000	104312	16	112034	12	113008	2	104319	1			6							
273911	Ningguang_SkillUpgrade_3					1.65224	12	40																	2739	11	3	0	0	0	0	0	0	0	0	0			6							
273912	Ningguang_SkillUpgrade_3					1.7392	12	40																	2739	12	3	0	0	0	0	0	0	0	0	0			6							
273913	Ningguang_SkillUpgrade_3					1.8479	12	40																	2739	13	3	0	0	0	0	0	0	0	0	0			6							
273914	Ningguang_SkillUpgrade_3					1.9566	12	40																	2739	14	3	0	0	0	0	0	0	0	0	0			6							
273915	Ningguang_SkillUpgrade_3					2.0653	12	40																	2739	15	3	0	0	0	0	0	0	0	0	0			6							
292101	Klee_PermanentSkill_1																								2921	1	2	0	0	0	0	0	0	0	0	0			1							
292201	Klee_PermanentSkill_2																								2922	1	2	0	0	0	0	0	0	0	0	0			4							
292301	Klee_ProudSkill_NonCombat_1																								2923	1	2	0	0	0	0	0	0	0	0	0			0							1
293101	Klee_SkillUpgrade_1					0.7216	0.624	0.8992	1.5736	50	0.568288	1.136335	1.419344												2931	1	3	0	0	0	0	0	0	0	0	0			0							
293102	Klee_SkillUpgrade_1					0.77572	0.6708	0.96664	1.69162	50	0.614544	1.228828	1.534872												2931	2	3	12500	104301	3	112008	6	0	0	0	0			2							
293103	Klee_SkillUpgrade_1					0.82984	0.7176	1.03408	1.80964	50	0.6608	1.32132	1.6504												2931	3	3	17500	104302	2	112009	3	0	0	0	0			3							
293104	Klee_SkillUpgrade_1					0.902	0.78	1.124	1.967	50	0.72688	1.453452	1.81544												2931	4	3	25000	104302	4	112009	4	0	0	0	0			3							
293105	Klee_SkillUpgrade_1					0.95612	0.8268	1.19144	2.08502	50	0.773136	1.545944	1.930968												2931	5	3	30000	104302	6	112009	6	0	0	0	0			4							
293106	Klee_SkillUpgrade_1					1.01024	0.8736	1.25888	2.20304	50	0.826	1.65165	2.063												2931	6	3	37500	104302	9	112009	9	0	0	0	0			4							
293107	Klee_SkillUpgrade_1					1.0824	0.936	1.3488	2.3604	50	0.898688	1.796995	2.244544												2931	7	3	120000	104303	4	112010	4	113007	1	0	0			5							
293108	Klee_SkillUpgrade_1					1.15456	0.9984	1.43872	2.51776	50	0.971376	1.94234	2.426088												2931	8	3	260000	104303	6	112010	6	113007	1	0	0			5							
293109	Klee_SkillUpgrade_1					1.22672	1.0608	1.52864	2.67512	50	1.044064	2.087686	2.607632												2931	9	3	450000	104303	12	112010	9	113007	2	0	0			6							
293110	Klee_SkillUpgrade_1					1.29888	1.1232	1.61856	2.83248	50	1.12336	2.246244	2.80568												2931	10	3	700000	104303	16	112010	12	113007	2	104319	1			6							
293111	Klee_SkillUpgrade_1					1.373926	1.188096	1.712077	2.996134	50	1.202656	2.404802	3.003728												2931	11	3	0	0	0	0	0	0	0	0	0			6							
293112	Klee_SkillUpgrade_1					1.472064	1.27296	1.834368	3.210144	50	1.281952	2.563361	3.201776												2931	12	3	0	0	0	0	0	0	0	0	0			6							
293113	Klee_SkillUpgrade_1					1.570202	1.357824	1.956659	3.424154	50	1.361248	2.721919	3.399824												2931	13	3	0	0	0	0	0	0	0	0	0			6							
293114	Klee_SkillUpgrade_1					1.668339	1.442688	2.07895	3.638163	50	1.440544	2.880478	3.597872												2931	14	3	0	0	0	0	0	0	0	0	0			6							
293115	Klee_SkillUpgrade_1					1.766477	1.527552	2.201242	3.852173	50	1.51984	3.039036	3.79592												2931	15	3	0	0	0	0	0	0	0	0	0			6							
293201	Klee_SkillUpgrade_2					0.952	0.952	0.952	0.328	15	20														2932	1	3	0	0	0	0	0	0	0	0	0			0							
293202	Klee_SkillUpgrade_2					1.0234	1.0234	1.0234	0.3526	15	20														2932	2	3	12500	104301	3	112008	6	0	0	0	0			2							
293203	Klee_SkillUpgrade_2					1.0948	1.0948	1.0948	0.3772	15	20														2932	3	3	17500	104302	2	112009	3	0	0	0	0			3							
293204	Klee_SkillUpgrade_2					1.19	1.19	1.19	0.41	15	20														2932	4	3	25000	104302	4	112009	4	0	0	0	0			3							
293205	Klee_SkillUpgrade_2					1.2614	1.2614	1.2614	0.4346	15	20														2932	5	3	30000	104302	6	112009	6	0	0	0	0			4							
293206	Klee_SkillUpgrade_2					1.3328	1.3328	1.3328	0.4592	15	20														2932	6	3	37500	104302	9	112009	9	0	0	0	0			4							
293207	Klee_SkillUpgrade_2					1.428	1.428	1.428	0.492	15	20														2932	7	3	120000	104303	4	112010	4	113007	1	0	0			5							
293208	Klee_SkillUpgrade_2					1.5232	1.5232	1.5232	0.5248	15	20														2932	8	3	260000	104303	6	112010	6	113007	1	0	0			5							
293209	Klee_SkillUpgrade_2					1.6184	1.6184	1.6184	0.5576	15	20														2932	9	3	450000	104303	12	112010	9	113007	2	0	0			6							
293210	Klee_SkillUpgrade_2					1.7136	1.7136	1.7136	0.5904	15	20														2932	10	3	700000	104303	16	112010	12	113007	2	104319	1			6							
293211	Klee_SkillUpgrade_2					1.8088	1.8088	1.8088	0.6232	15	20														2932	11	3	0	0	0	0	0	0	0	0	0			6							
293212	Klee_SkillUpgrade_2					1.904	1.904	1.904	0.656	15	20														2932	12	3	0	0	0	0	0	0	0	0	0			6							
293213	Klee_SkillUpgrade_2					2.023	2.023	2.023	0.697	15	20														2932	13	3	0	0	0	0	0	0	0	0	0			6							
293214	Klee_SkillUpgrade_2					2.142	2.142	2.142	0.738	15	20														2932	14	3	0	0	0	0	0	0	0	0	0			6							
293215	Klee_SkillUpgrade_2					2.261	2.261	2.261	0.779	15	20														2932	15	3	0	0	0	0	0	0	0	0	0			6							
293901	Klee_SkillUpgrade_3					0.4264	15	60	0.51168	10															2939	1	3	0	0	0	0	0	0	0	0	0			0							
293902	Klee_SkillUpgrade_3					0.45838	15	60	0.550056	10															2939	2	3	12500	104301	3	112008	6	0	0	0	0			2							
293903	Klee_SkillUpgrade_3					0.49036	15	60	0.588432	10															2939	3	3	17500	104302	2	112009	3	0	0	0	0			3							
293904	Klee_SkillUpgrade_3					0.533	15	60	0.6396	10															2939	4	3	25000	104302	4	112009	4	0	0	0	0			3							
293905	Klee_SkillUpgrade_3					0.56498	15	60	0.677976	10															2939	5	3	30000	104302	6	112009	6	0	0	0	0			4							
293906	Klee_SkillUpgrade_3					0.59696	15	60	0.716352	10															2939	6	3	37500	104302	9	112009	9	0	0	0	0			4							
293907	Klee_SkillUpgrade_3					0.6396	15	60	0.76752	10															2939	7	3	120000	104303	4	112010	4	113007	1	0	0			5							
293908	Klee_SkillUpgrade_3					0.68224	15	60	0.818688	10															2939	8	3	260000	104303	6	112010	6	113007	1	0	0			5							
293909	Klee_SkillUpgrade_3					0.72488	15	60	0.869856	10															2939	9	3	450000	104303	12	112010	9	113007	2	0	0			6							
293910	Klee_SkillUpgrade_3					0.76752	15	60	0.921024	10															2939	10	3	700000	104303	16	112010	12	113007	2	104319	1			6							
293911	Klee_SkillUpgrade_3					0.81016	15	60	0.972192	10															2939	11	3	0	0	0	0	0	0	0	0	0			6							
293912	Klee_SkillUpgrade_3					0.8528	15	60	1.02336	10															2939	12	3	0	0	0	0	0	0	0	0	0			6							
293913	Klee_SkillUpgrade_3					0.9061	15	60	1.08732	10															2939	13	3	0	0	0	0	0	0	0	0	0			6							
293914	Klee_SkillUpgrade_3					0.9594	15	60	1.15128	10															2939	14	3	0	0	0	0	0	0	0	0	0			6							
293915	Klee_SkillUpgrade_3					1.0127	15	60	1.21524	10															2939	15	3	0	0	0	0	0	0	0	0	0			6							
302101	Zhongli_PermanentSkill_1					0.05																			3021	1	2	0	0	0	0	0	0	0	0	0			1							
302201	Zhongli_PermanentSkill_2					0.0139	0.019	0.33																	3022	1	2	0	0	0	0	0	0	0	0	0			4							
302301																									3023	1	2	0	0	0	0	0	0	0	0	0			0	205	10000	7	0.15			
303101	Zhongli_SkillUpgrade_1					0.307691	0.311518	0.385762	0.429389	0.1075	0.544965	1.11026	25	0.639324	1.278377	1.596762									3031	1	3	0	0	0	0	0	0	0	0	0			0							
303102	Zhongli_SkillUpgrade_1					0.332735	0.336874	0.417161	0.46434	0.11625	0.589322	1.20063	25	0.691362	1.382431	1.726731									3031	2	3	12500	104316	3	112002	6	0	0	0	0			2							
303103	Zhongli_SkillUpgrade_1					0.35778	0.36223	0.44856	0.49929	0.125	0.63368	1.291	25	0.7434	1.486485	1.8567									3031	3	3	17500	104317	2	112003	3	0	0	0	0			3							
303104	Zhongli_SkillUpgrade_1					0.393558	0.398453	0.493416	0.549219	0.1375	0.697048	1.4201	25	0.81774	1.635134	2.04237									3031	4	3	25000	104317	4	112003	4	0	0	0	0			3							
303105	Zhongli_SkillUpgrade_1					0.418603	0.423809	0.524815	0.584169	0.14625	0.741406	1.51047	25	0.869778	1.739187	2.172339									3031	5	3	30000	104317	6	112003	6	0	0	0	0			4							
303106	Zhongli_SkillUpgrade_1					0.447225	0.452788	0.5607	0.624113	0.15625	0.7921	1.61375	25	0.92925	1.858106	2.320875									3031	6	3	37500	104317	9	112003	9	0	0	0	0			4							
303107	Zhongli_SkillUpgrade_1					0.486581	0.492633	0.610042	0.679034	0.17	0.861805	1.75576	25	1.011024	2.02162	2.525112									3031	7	3	120000	104318	4	112004	4	113013	1	0	0			5							
303108	Zhongli_SkillUpgrade_1					0.525937	0.532478	0.659383	0.733956	0.18375	0.93151	1.89777	25	1.092798	2.185133	2.729349									3031	8	3	260000	104318	6	112004	6	113013	1	0	0			5							
303109	Zhongli_SkillUpgrade_1					0.565292	0.572323	0.708725	0.788878	0.1975	1.001214	2.03978	25	1.174572	2.348646	2.933586									3031	9	3	450000	104318	12	112004	9	113013	2	0	0			6							
303110	Zhongli_SkillUpgrade_1					0.608226	0.615791	0.762552	0.848793	0.2125	1.077256	2.1947	25	1.26378	2.527025	3.15639									3031	10	3	700000	104318	16	112004	12	113013	2	104319	1			6							
303111	Zhongli_SkillUpgrade_1					0.657421	0.665598	0.824229	0.917445	0.229687	1.164387	2.372212	25	1.352988	2.705403	3.379194									3031	11	3	0	0	0	0	0	0	0	0	0			6							
303112	Zhongli_SkillUpgrade_1					0.715274	0.72417	0.896761	0.998181	0.2499	1.266853	2.580967	25	1.442196	2.883781	3.601998									3031	12	3	0	0	0	0	0	0	0	0	0			6							
303113	Zhongli_SkillUpgrade_1					0.773127	0.782743	0.969293	1.078916	0.270112	1.369319	2.789722	25	1.531404	3.062159	3.824802									3031	13	3	0	0	0	0	0	0	0	0	0			6							
303114	Zhongli_SkillUpgrade_1					0.83098	0.841315	1.041825	1.159651	0.290325	1.471785	2.998477	25	1.620612	3.240537	4.047606									3031	14	3	0	0	0	0	0	0	0	0	0			6							
303115	Zhongli_SkillUpgrade_1					0.894092	0.905213	1.120951	1.247726	0.312375	1.583566	3.226209	25	1.70982	3.418915	4.27041									3031	15	3	0	0	0	0	0	0	0	0	0			6							
303201	Zhongli_SkillUpgrade_2					0.16	0.32	4	0.8	1232.410812	0.128	20	12												3032	1	3	0	0	0	0	0	0	0	0	0			0							
303202	Zhongli_SkillUpgrade_2					0.172	0.344	4	0.86	1355.669024	0.1376	20	12												3032	2	3	12500	104316	3	112002	6	0	0	0	0			2							
303203	Zhongli_SkillUpgrade_2					0.184	0.368	4	0.92	1489.198753	0.1472	20	12												3032	3	3	17500	104317	2	112003	3	0	0	0	0			3							
303204	Zhongli_SkillUpgrade_2					0.2	0.4	4	1	1633	0.16	20	12												3032	4	3	25000	104317	4	112003	4	0	0	0	0			3							
303205	Zhongli_SkillUpgrade_2					0.212	0.424	4	1.06	1787.072765	0.1696	20	12												3032	5	3	30000	104317	6	112003	6	0	0	0	0			4							
303206	Zhongli_SkillUpgrade_2					0.224	0.448	4	1.12	1951.417047	0.1792	20	12												3032	6	3	37500	104317	9	112003	9	0	0	0	0			4							
303207	Zhongli_SkillUpgrade_2					0.24	0.48	4	1.2	2126.032847	0.192	20	12												3032	7	3	120000	104318	4	112004	4	113013	1	0	0			5							
303208	Zhongli_SkillUpgrade_2					0.256	0.512	4	1.28	2310.920164	0.2048	20	12												3032	8	3	260000	104318	6	112004	6	113013	1	0	0			5							
303209	Zhongli_SkillUpgrade_2					0.272	0.544	4	1.36	2506.078999	0.2176	20	12												3032	9	3	450000	104318	12	112004	9	113013	2	0	0			6							
303210	Zhongli_SkillUpgrade_2					0.288	0.576	4	1.44	2711.509352	0.2304	20	12												3032	10	3	700000	104318	16	112004	12	113013	2	104319	1			6							
303211	Zhongli_SkillUpgrade_2					0.304	0.608	4	1.52	2927.211223	0.2432	20	12												3032	11	3	0	0	0	0	0	0	0	0	0			6							
303212	Zhongli_SkillUpgrade_2					0.32	0.64	4	1.6	3153.184611	0.256	20	12												3032	12	3	0	0	0	0	0	0	0	0	0			6							
303213	Zhongli_SkillUpgrade_2					0.34	0.68	4	1.7	3389.429517	0.272	20	12												3032	13	3	0	0	0	0	0	0	0	0	0			6							
303214	Zhongli_SkillUpgrade_2					0.36	0.72	4	1.8	3635.94594	0.288	20	12												3032	14	3	0	0	0	0	0	0	0	0	0			6							
303215	Zhongli_SkillUpgrade_2					0.38	0.76	4	1.9	3892.733881	0.304	20	12												3032	15	3	0	0	0	0	0	0	0	0	0			6							
303901	Zhongli_SkillUpgrade_3					4.0108	3.1	12	40																3039	1	3	0	0	0	0	0	0	0	0	0			0							
303902	Zhongli_SkillUpgrade_3					4.4444	3.2	12	40																3039	2	3	12500	104316	3	112002	6	0	0	0	0			2							
303903	Zhongli_SkillUpgrade_3					4.878	3.3	12	40																3039	3	3	17500	104317	2	112003	3	0	0	0	0			3							
303904	Zhongli_SkillUpgrade_3					5.42	3.4	12	40																3039	4	3	25000	104317	4	112003	4	0	0	0	0			3							
303905	Zhongli_SkillUpgrade_3					5.9078	3.5	12	40																3039	5	3	30000	104317	6	112003	6	0	0	0	0			4							
303906	Zhongli_SkillUpgrade_3					6.3956	3.6	12	40																3039	6	3	37500	104317	9	112003	9	0	0	0	0			4							
303907	Zhongli_SkillUpgrade_3					7.046	3.7	12	40																3039	7	3	120000	104318	4	112004	4	113013	1	0	0			5							
303908	Zhongli_SkillUpgrade_3					7.6964	3.8	12	40																3039	8	3	260000	104318	6	112004	6	113013	1	0	0			5							
303909	Zhongli_SkillUpgrade_3					8.3468	3.9	12	40																3039	9	3	450000	104318	12	112004	9	113013	2	0	0			6							
303910	Zhongli_SkillUpgrade_3					8.9972	4	12	40																3039	10	3	700000	104318	16	112004	12	113013	2	104319	1			6							
303911	Zhongli_SkillUpgrade_3					9.6476	4	12	40																3039	11	3	0	0	0	0	0	0	0	0	0			6							
303912	Zhongli_SkillUpgrade_3					10.298	4	12	40																3039	12	3	0	0	0	0	0	0	0	0	0			6							
303913	Zhongli_SkillUpgrade_3					10.84	4	12	40																3039	13	3	0	0	0	0	0	0	0	0	0			6							
303914	Zhongli_SkillUpgrade_3					11.382	4	12	40																3039	14	3	0	0	0	0	0	0	0	0	0			6							
303915	Zhongli_SkillUpgrade_3					11.924	4	12	40																3039	15	3	0	0	0	0	0	0	0	0	0			6							
322101	Bennett_PermanentSkill_1																								3221	1	2	0	0	0	0	0	0	0	0	0			1							
322201	Bennett_PermanentSkill_2																								3222	1	2	0	0	0	0	0	0	0	0	0			4							
322301																									3223	1	2	0	0	0	0	0	0	0	0	0			0	301	1	0.25				
323101	Bennett_SkillUpgrade_1					0.44548	0.42742	0.5461	0.59684	0.71896	0.559	0.60716	20	0.639324	1.278377	1.596762									3231	1	3	0	0	0	0	0	0	0	0	0			0							
323102	Bennett_SkillUpgrade_1					0.48174	0.46221	0.59055	0.64542	0.77748	0.6045	0.65658	20	0.691362	1.382431	1.726731									3231	2	3	12500	104304	3	112035	6	0	0	0	0			2							
323103	Bennett_SkillUpgrade_1					0.518	0.497	0.635	0.694	0.836	0.65	0.706	20	0.7434	1.486485	1.8567									3231	3	3	17500	104305	2	112036	3	0	0	0	0			3							
323104	Bennett_SkillUpgrade_1					0.5698	0.5467	0.6985	0.7634	0.9196	0.715	0.7766	20	0.81774	1.635134	2.04237									3231	4	3	25000	104305	4	112036	4	0	0	0	0			3							
323105	Bennett_SkillUpgrade_1					0.60606	0.58149	0.74295	0.81198	0.97812	0.7605	0.82602	20	0.869778	1.739187	2.172339									3231	5	3	30000	104305	6	112036	6	0	0	0	0			4							
323106	Bennett_SkillUpgrade_1					0.6475	0.62125	0.79375	0.8675	1.045	0.8125	0.8825	20	0.92925	1.858106	2.320875									3231	6	3	37500	104305	9	112036	9	0	0	0	0			4							
323107	Bennett_SkillUpgrade_1					0.70448	0.67592	0.8636	0.94384	1.13696	0.884	0.96016	20	1.011024	2.02162	2.525112									3231	7	3	120000	104306	4	112037	4	113003	1	0	0			5							
323108	Bennett_SkillUpgrade_1					0.76146	0.73059	0.93345	1.02018	1.22892	0.9555	1.03782	20	1.092798	2.185133	2.729349									3231	8	3	260000	104306	6	112037	6	113003	1	0	0			5							
323109	Bennett_SkillUpgrade_1					0.81844	0.78526	1.0033	1.09652	1.32088	1.027	1.11548	20	1.174572	2.348646	2.933586									3231	9	3	450000	104306	12	112037	9	113003	2	0	0			6							
323110	Bennett_SkillUpgrade_1					0.8806	0.8449	1.0795	1.1798	1.4212	1.105	1.2002	20	1.26378	2.527025	3.15639									3231	10	3	700000	104306	16	112037	12	113003	2	104319	1			6							
323111	Bennett_SkillUpgrade_1					0.94276	0.90454	1.1557	1.26308	1.52152	1.183	1.28492	20	1.352988	2.705403	3.379194									3231	11	3	0	0	0	0	0	0	0	0	0			6							
323112	Bennett_SkillUpgrade_1					1.00492	0.96418	1.2319	1.34636	1.62184	1.261	1.36964	20	1.442196	2.883781	3.601998									3231	12	3	0	0	0	0	0	0	0	0	0			6							
323113	Bennett_SkillUpgrade_1					1.06708	1.02382	1.3081	1.42964	1.72216	1.339	1.45436	20	1.531404	3.062159	3.824802									3231	13	3	0	0	0	0	0	0	0	0	0			6							
323114	Bennett_SkillUpgrade_1					1.12924	1.08346	1.3843	1.51292	1.82248	1.417	1.53908	20	1.620612	3.240537	4.047606									3231	14	3	0	0	0	0	0	0	0	0	0			6							
323115	Bennett_SkillUpgrade_1					1.1914	1.1431	1.4605	1.5962	1.9228	1.495	1.6238	20	1.70982	3.418915	4.27041									3231	15	3	0	0	0	0	0	0	0	0	0			6							
323201	Bennett_SkillUpgrade_2					1.376	0.84	0.92	0.88	0.96	1.32	5	7.5	10											3232	1	3	0	0	0	0	0	0	0	0	0			0							
323202	Bennett_SkillUpgrade_2					1.4792	0.903	0.989	0.946	1.032	1.419	5	7.5	10											3232	2	3	12500	104304	3	112035	6	0	0	0	0			2							
323203	Bennett_SkillUpgrade_2					1.5824	0.966	1.058	1.012	1.104	1.518	5	7.5	10											3232	3	3	17500	104305	2	112036	3	0	0	0	0			3							
323204	Bennett_SkillUpgrade_2					1.72	1.05	1.15	1.1	1.2	1.65	5	7.5	10											3232	4	3	25000	104305	4	112036	4	0	0	0	0			3							
323205	Bennett_SkillUpgrade_2					1.8232	1.113	1.219	1.166	1.272	1.749	5	7.5	10											3232	5	3	30000	104305	6	112036	6	0	0	0	0			4							
323206	Bennett_SkillUpgrade_2					1.9264	1.176	1.288	1.232	1.344	1.848	5	7.5	10											3232	6	3	37500	104305	9	112036	9	0	0	0	0			4							
323207	Bennett_SkillUpgrade_2					2.064	1.26	1.38	1.32	1.44	1.98	5	7.5	10											3232	7	3	120000	104306	4	112037	4	113003	1	0	0			5							
323208	Bennett_SkillUpgrade_2					2.2016	1.344	1.472	1.408	1.536	2.112	5	7.5	10											3232	8	3	260000	104306	6	112037	6	113003	1	0	0			5							
323209	Bennett_SkillUpgrade_2					2.3392	1.428	1.564	1.496	1.632	2.244	5	7.5	10											3232	9	3	450000	104306	12	112037	9	113003	2	0	0			6							
